maintenance_id,property_id,maintenance_date,maintenance_type,cost,description
793,872,12/9/2023,Flooring repair,9362,10-880 - Scales
794,735,7/17/2021,Painting,5158,11-100 - Mercantile Equipment
795,677,11/15/2020,Flooring repair,6442,3 - Concrete
796,156,3/4/2023,Electrical maintenance,8425,9-100 - Metal Support Assemblies
797,953,1/2/2020,Electrical maintenance,1997,7-100 - Damproofing and Waterproofing
798,839,3/5/2019,Plumbing repair,8975,2-220 - Site Demolition
799,133,1/16/2019,Window replacement,1345,8 - Doors and Windows
800,432,12/9/2022,Plumbing repair,3818,1-510 - Temporary Utilities
801,197,2/12/2022,Roofing replacement,479,11-060 - Theater and Stage Equipment
802,242,3/9/2023,Roofing replacement,3738,15-050 - Basic Mechanical Materials and Methods
803,881,12/21/2021,Window replacement,5160,4-800 - Masonry Assemblies
804,755,7/23/2023,HVAC servicing,1071,11-060 - Theater and Stage Equipment
805,634,8/24/2023,Window replacement,9023,2-800 - Site Amenities
806,880,1/9/2021,Roofing replacement,6358,17-020 - Insurance
807,923,3/31/2021,Plumbing repair,9004,3-320 - Slab Foundations
808,573,2/2/2020,Flooring repair,7368,"10-800 - Toilet, Bath, and Laundry Specialties"
809,163,7/6/2020,Flooring repair,8997,11-070 - Instrumental Equipment
810,210,2/5/2023,Painting,9681,8-500 - Windows
811,926,2/18/2022,Painting,1375,1-560 - Temporary Barriers and Enclosures
812,946,12/19/2019,Plumbing repair,1690,10-200 - Louvers and Vents
813,694,3/19/2022,,5645,3-230 - Anchor Bolts
814,193,6/17/2021,Flooring repair,8187,16-700 - Communications
815,615,4/13/2023,,4379,13-220 - Filter Underdrains and Media
816,172,8/18/2019,Roofing replacement,8640,15 - Mechanical
817,23,9/3/2020,Flooring repair,1293,2-625 - Retaining Wall Drainage Piping
818,307,3/31/2023,Electrical maintenance,4963,16-500 - Lighting
819,56,5/8/2019,Flooring repair,1589,2-830 - Retaining Walls
820,928,5/29/2019,Window replacement,2020,9-400 - Terrazzo
821,320,4/16/2022,Roofing replacement,3350,1-000 - Purpose
822,268,1/30/2023,Window replacement,5460,10-240 - Grilles and Screens
823,131,6/30/2023,Plumbing repair,2329,14-100 - Dumbwaiters
824,676,2/19/2021,,892,17-040 - Profit
825,806,7/5/2020,,5407,9-100 - Metal Support Assemblies
826,760,12/24/2021,Electrical maintenance,5234,2-900 - Landscaping
827,873,3/13/2023,Flooring repair,6905,13-550 - Transportation Control Instrumentation
828,654,1/14/2020,Painting,9254,11-150 - Parking Control Equipment
829,366,1/10/2020,Painting,7224,2-800 - Site Amenities
830,333,2/7/2022,Electrical maintenance,1974,11-090 - Checkroom Equipment
831,541,1/9/2023,,3565,5-050 - Basic Metal Materials and Methods
832,577,11/24/2020,Painting,5250,14-500 - Material Handling
833,567,5/7/2019,Electrical maintenance,4903,7-600 - Flashing and Sheet Metal
834,738,6/13/2023,Painting,3160,9-400 - Terrazzo
835,613,4/17/2019,Painting,746,9-680 - Carpet
836,180,2/27/2021,Electrical maintenance,901,12-400 - Furnishings and Accessories
837,589,10/19/2023,Window replacement,3309,1-570 - Temporary Controls
838,560,4/15/2020,Roofing replacement,878,10-300 - Fireplaces and Stoves
839,609,2/21/2022,Roofing replacement,3883,1 - General Requirements
840,552,2/22/2023,Roofing replacement,6399,3-300 - Footings
841,834,10/10/2020,HVAC servicing,7502,11-450 - Residential Equipment
842,19,6/29/2019,,4234,12-700 - Systems Furniture
843,799,2/19/2019,,8225,11-150 - Parking Control Equipment
844,911,10/29/2023,Window replacement,9269,2-919 - Topsoil
845,823,9/3/2021,Roofing replacement,8586,12-500 - Furniture
846,171,11/22/2021,Roofing replacement,3497,2-930 - Exterior Plants
847,816,1/7/2020,,5517,3-400 - Precast Concrete
848,266,7/27/2023,Electrical maintenance,2150,7 - Thermal and Moisture Protection
849,291,11/1/2019,,959,1-760 - Protecting Installed Construction
850,363,5/4/2020,Roofing replacement,1000,10-750 - Telephone Specialties
851,35,5/18/2021,Electrical maintenance,4659,6-100 - Rough Carpentry
852,526,1/12/2023,Flooring repair,3355,6-600 - Plastic Fabrications
853,262,11/2/2023,Flooring repair,2421,14-700 - Turntables
854,538,12/30/2021,Painting,8694,1-904 - Hazardous Materials Removal and Disposal
855,313,7/1/2023,Roofing replacement,4439,2-000 - General
856,200,10/19/2022,Flooring repair,2050,2-783 - Interlocking Concrete Unit Paving
857,916,11/25/2021,Window replacement,7653,15-100 - Plumbing
858,181,9/5/2020,,2982,"1-514 - Temporary Heating, Cooling and Ventilation"
859,221,10/25/2021,Painting,1505,10-290 - Pest Control
860,794,3/14/2019,Window replacement,9843,14-200 - Elevators
861,737,9/17/2019,HVAC servicing,7631,11-160 - Loading Dock Equipment
862,869,7/8/2023,Painting,6867,11-150 - Parking Control Equipment
863,492,11/9/2023,Painting,1182,13-900 - Fire Suppression
864,108,2/19/2023,Window replacement,6141,3-300 - Footings
865,608,5/16/2020,Flooring repair,1960,10-500 - Lockers
866,884,10/17/2019,Flooring repair,449,"10-800 - Toilet, Bath, and Laundry Specialties"
867,604,10/20/2021,Electrical maintenance,7102,11-400 - Food Service Equipment
868,13,11/11/2019,Plumbing repair,6135,16-400 - Low-Voltage Distribution
869,153,10/24/2023,,8585,2-923 - Seeding and Soil Supplements
870,277,8/16/2021,HVAC servicing,9251,1-518 - Temporary Water
871,508,8/29/2020,Flooring repair,7656,13-160 - Aquariums
872,546,9/7/2023,Painting,2988,11-070 - Instrumental Equipment
873,996,12/3/2023,Flooring repair,6145,16-300 - Transmission and Distribution
874,355,2/11/2020,Plumbing repair,9853,3-330 - Poured Concrete Basement Walls
875,300,1/18/2020,HVAC servicing,9845,9-600 - Flooring
876,992,2/27/2021,Window replacement,9212,15-050 - Basic Mechanical Materials and Methods
877,906,12/12/2019,Painting,3564,15-100 - Plumbing
878,623,11/17/2022,,7665,2-500 - Utility Services
879,65,12/7/2019,Flooring repair,5532,15-800 - Air Distribution
880,658,7/22/2022,Electrical maintenance,7615,2-316 - Backfilling
881,837,1/19/2022,,349,11-130 - Audio-Visual Equipment
882,866,2/28/2023,Flooring repair,3932,4 - Masonry
883,488,5/1/2020,Window replacement,4467,8-800 - Glazing
884,659,12/25/2021,HVAC servicing,7901,13-230 - Digester Covers and Appurtenances
885,422,6/27/2022,HVAC servicing,3893,10-500 - Lockers
886,412,3/9/2019,Electrical maintenance,8574,4-050 - Basic Masonry Materials and Methods
887,950,8/29/2020,HVAC servicing,8898,12-300 - Manufactured Casework
888,323,1/17/2019,Painting,2594,16-700 - Communications
889,135,3/19/2022,Roofing replacement,2960,11-470 - Darkroom Equipment
890,891,11/7/2022,Painting,4737,13-030 - Special Purpose Rooms
891,237,11/25/2023,,3641,2 - Site Construction
892,372,9/2/2021,Window replacement,3663,1-013 - Project Coordinator
893,192,12/16/2021,Electrical maintenance,9415,12-700 - Systems Furniture
894,258,3/11/2019,,4870,4-400 - Stone
895,938,12/26/2019,HVAC servicing,5687,14-500 - Material Handling
896,324,3/16/2020,Painting,6521,1-014 - Project Executive
897,32,12/23/2021,Plumbing repair,543,13-090 - Radiation Protection
898,30,12/21/2022,Roofing replacement,9592,4-400 - Stone
899,599,5/28/2021,Electrical maintenance,1848,2-621 - Foundatation Drainage Piping
900,51,1/8/2020,Flooring repair,5263,14-100 - Dumbwaiters
901,630,4/17/2020,Window replacement,2037,6-900 - Wood and Plastic Restoration and Cleaning
902,651,4/11/2019,Plumbing repair,717,3-500 - Cementitious Decks and Underlayments
903,909,1/8/2020,Window replacement,1949,2-825 - Wood Fences and Gates
904,877,11/28/2022,Electrical maintenance,635,"1-514 - Temporary Heating, Cooling and Ventilation"
905,638,5/7/2020,HVAC servicing,9520,1-510 - Temporary Utilities
906,704,9/21/2023,Roofing replacement,8911,14-700 - Turntables
907,301,9/14/2023,Electrical maintenance,727,13-090 - Radiation Protection
908,470,2/18/2022,Flooring repair,8008,8 - Doors and Windows
909,939,6/5/2019,Flooring repair,9643,6-200 - Finish Carpentry
910,62,1/3/2023,Plumbing repair,2845,11-090 - Checkroom Equipment
911,52,11/7/2023,Painting,8230,13-260 - Sludge Conditioning Systems
912,378,8/30/2023,Electrical maintenance,1362,1-904 - Hazardous Materials Removal and Disposal
913,716,10/7/2022,Painting,5248,11-090 - Checkroom Equipment
914,118,10/31/2021,Window replacement,9163,2-822 - Ornamental Metal Fences and Gates
915,920,4/7/2023,Window replacement,8313,2-825 - Wood Fences and Gates
916,140,2/11/2019,Painting,4473,11-190 - Detention Equipment
917,28,1/1/2020,,9814,16-400 - Low-Voltage Distribution
918,827,7/11/2020,,3556,1-903 - Hazardous Materials Abatement
919,384,1/31/2023,Flooring repair,5510,4-200 - Masonry Units
920,331,10/20/2020,Plumbing repair,552,14-800 - Scaffolding
921,261,5/21/2022,Roofing replacement,1507,15-900 - HVAC Instruments and Controls
922,105,5/26/2022,,5350,9-250 - Gypsum Wallboard
923,325,7/5/2022,Roofing replacement,8837,10-520 - Fire Protection Specialties
924,619,9/5/2022,,1863,14-500 - Material Handling
925,483,12/26/2021,,9199,13-550 - Transportation Control Instrumentation
926,529,5/4/2020,Flooring repair,9150,4-400 - Stone
927,795,4/28/2023,HVAC servicing,6960,8-100 - Doors
928,136,9/5/2022,Electrical maintenance,5111,15 - Mechanical
929,889,4/29/2022,,7304,2-919 - Topsoil
930,548,3/28/2019,Flooring repair,6172,11-120 - Vending Equipment
931,347,3/18/2023,Plumbing repair,5136,10-260 - Wall and Corner Guards
932,446,12/15/2021,Plumbing repair,2508,10-150 - Compartments and Cubicles
933,138,7/6/2023,Painting,1679,1-010 - Project Manager
934,284,7/8/2020,Window replacement,8218,3-400 - Precast Concrete
935,394,3/27/2022,Window replacement,8162,13 - Special Construction
936,79,10/29/2023,HVAC servicing,5824,5-300 - Metal Deck
937,444,3/12/2023,Plumbing repair,2472,9-900 - Paints and Coatings
938,874,3/11/2020,Flooring repair,2625,1-520 - Construction Facilities
939,892,2/18/2019,Electrical maintenance,775,13-175 - Ice Rinks
940,129,7/17/2022,HVAC servicing,3460,2-783 - Interlocking Concrete Unit Paving
941,888,11/2/2023,Plumbing repair,9039,10-530 - Protective Covers
942,159,2/18/2023,Painting,1152,16-300 - Transmission and Distribution
943,311,8/12/2023,Electrical maintenance,500,13-280 - Hazardous Material Remediation
944,614,5/22/2022,Roofing replacement,8624,13-010 - Air-Supported Structures
945,342,12/25/2022,HVAC servicing,6992,1-740 - Cleaning
946,957,9/22/2023,Electrical maintenance,9065,16-500 - Lighting
947,310,3/22/2023,Flooring repair,748,10-450 - Pedestrian Control Devices
948,458,4/30/2019,Roofing replacement,9880,5-200 - Metal Joists
949,318,8/31/2023,Window replacement,742,11-160 - Loading Dock Equipment
950,915,12/9/2021,Electrical maintenance,4073,2-815 - Fountains
951,295,8/11/2022,HVAC servicing,8518,"1-514 - Temporary Heating, Cooling and Ventilation"
952,782,7/16/2019,Window replacement,6295,7-200 - Thermal Protection - Insulation
953,222,2/5/2020,Painting,4415,4-200 - Masonry Units
954,602,7/2/2023,,3941,2-000 - General
955,211,7/2/2022,Electrical maintenance,8957,1-630 - Product Substitution Procedures
956,571,6/11/2023,Plumbing repair,5650,7-800 - Fire and Smoke Protection
957,468,3/16/2020,Electrical maintenance,9281,11-200 - Water Supply and Treatment Equipment
958,130,10/9/2023,Flooring repair,7748,2-317 - Select Borrow
959,8,11/2/2022,HVAC servicing,6816,2-824 - Wire Fences and Gates
960,7,11/12/2020,HVAC servicing,7398,9-600 - Flooring
961,255,4/18/2023,Flooring repair,5723,2-812 - Drip Irrigation
962,22,4/16/2019,Roofing replacement,2912,3-330 - Poured Concrete Basement Walls
963,505,12/17/2019,Flooring repair,9928,3-310 - Expansion Joints
964,800,5/30/2021,Flooring repair,8735,4-050 - Basic Masonry Materials and Methods
965,851,5/30/2022,Window replacement,3164,1 - General Requirements
966,182,9/20/2022,Flooring repair,1882,11-150 - Parking Control Equipment
967,95,9/24/2020,Roofing replacement,1928,2-621 - Foundatation Drainage Piping
968,803,9/29/2019,Electrical maintenance,7782,12 - Furnishings
969,352,7/17/2020,Flooring repair,786,15-600 - Refrigeration Equipment
970,947,5/23/2019,Painting,5952,12-900 - Furnishings Restoration and Repair
971,406,5/28/2020,Window replacement,1944,16-100 - Electrical
972,155,4/27/2022,Flooring repair,4926,7-100 - Damproofing and Waterproofing
973,733,7/10/2019,Flooring repair,1502,11-010 - Maintenance Equipment
974,540,5/1/2021,Plumbing repair,5937,4-600 - Corrosion-Resistant Masonry
975,551,10/9/2019,Flooring repair,4318,11-280 - Hydraulic Gates and Valves
976,497,6/19/2023,,4739,10-340 - Manufactured Exterior Specialties
977,969,6/25/2019,Roofing replacement,9137,4-200 - Masonry Units
978,678,9/22/2021,Roofing replacement,416,13-150 - Swimming Pools
979,292,9/8/2020,Painting,6011,13-260 - Sludge Conditioning Systems
980,346,8/18/2021,Flooring repair,1732,10-670 - Storage Shelving
981,844,7/19/2022,Roofing replacement,9306,3-600 - Grouts
982,652,8/15/2023,Electrical maintenance,3803,2-919 - Topsoil
983,534,10/1/2023,HVAC servicing,6579,11-140 - Vehicle Service Equipment
984,792,5/16/2019,,8776,14-300 - Escalators and Moving Walks
985,267,12/8/2023,HVAC servicing,1562,2-917 - Soil Preparation
986,100,8/27/2021,Electrical maintenance,6117,17 - Markup and Contingency
987,956,8/20/2020,Window replacement,2628,1-580 - Project Identification
988,101,6/10/2020,,8045,1-500 - Temporary Facilities and Controls
989,274,7/6/2020,HVAC servicing,2942,4-500 - Refractories
990,110,4/9/2019,Roofing replacement,8438,9-400 - Terrazzo
991,25,7/9/2019,Plumbing repair,7729,13-230 - Digester Covers and Appurtenances
992,949,1/11/2019,Electrical maintenance,2372,13-230 - Digester Covers and Appurtenances
993,27,5/31/2021,Painting,910,13-010 - Air-Supported Structures
994,852,8/13/2023,,9621,2 - Site Construction
995,287,1/7/2022,Flooring repair,6425,10-200 - Louvers and Vents
996,663,10/25/2019,Flooring repair,9619,1-002 - Instructions
997,454,1/28/2021,Window replacement,234,"15-950 - Testing, Adjusting, and Balancing"
998,298,10/27/2021,HVAC servicing,3415,1-518 - Temporary Water
999,173,10/9/2021,Roofing replacement,836,8-500 - Windows
1000,510,11/21/2019,Plumbing repair,7643,11-280 - Hydraulic Gates and Valves
1001,1144,1/7/2024,Flooring repair,9232,1-510 - Temporary Utilities
1002,1016,10/20/2024,Flooring repair,2909,2-320 - Excavation and Fill
1003,1096,11/30/2024,Electrical maintenance,3946,13-190 - Site-Constructed Incinerators
1004,1090,9/12/2024,Electrical maintenance,4432,1-010 - Project Manager
1005,1157,3/15/2024,,6672,16 - Electrical
1006,1075,12/27/2024,Flooring repair,6597,1-002 - Instructions
1007,1087,3/7/2024,Window replacement,9555,1-530 - Temporary Construction
1008,1074,12/18/2024,Electrical maintenance,680,1-600 - Product Requirements (Scope of Work)
1009,1152,7/27/2024,Roofing replacement,2332,6-500 - Structural Plastics
1010,1121,10/15/2024,Painting,5614,14-600 - Hoists and Cables
1011,1005,5/15/2024,HVAC servicing,4786,9-800 - Acoustical Treatment
1012,1040,6/15/2024,Electrical maintenance,7513,11-030 - Teller and Service Equipment
1013,1032,3/13/2024,Electrical maintenance,9001,14-200 - Elevators
1014,1187,12/23/2024,Flooring repair,9384,2-830 - Retaining Walls
1015,1178,11/4/2024,Roofing replacement,7368,16-050 - Basic Electrical Materials and Methods
1016,1093,4/6/2024,Plumbing repair,1987,5-600 - Hydraulic Fabrications
1017,1174,3/24/2024,Roofing replacement,4647,13-230 - Digester Covers and Appurtenances
1018,1103,10/5/2024,Roofing replacement,8781,1-500 - Temporary Facilities and Controls
1019,1175,6/19/2024,Window replacement,4944,17 - Markup and Contingency
1020,1166,12/10/2024,Roofing replacement,7481,11-040 - Ecclesiastical Equipment
1021,1145,8/7/2024,Electrical maintenance,1551,13-280 - Hazardous Material Remediation
1022,1176,7/19/2024,,6009,14-400 - Lifts
1023,1155,12/27/2024,Plumbing repair,810,11-280 - Hydraulic Gates and Valves
1024,1168,11/10/2024,Flooring repair,8121,7-200 - Thermal Protection - Insulation
1025,1091,10/10/2024,Window replacement,7802,5-050 - Basic Metal Materials and Methods
1026,1052,10/17/2024,Painting,1177,8-800 - Glazing
1027,1004,11/25/2024,Painting,9002,13-165 - Aquatic Park Facilities
1028,1010,3/15/2024,Plumbing repair,3674,1-540 - Construction Aids
1029,1038,7/1/2024,Electrical maintenance,4659,4-800 - Masonry Assemblies
1030,1135,4/16/2024,Painting,2829,2-915 - Mulch
1031,1131,1/19/2024,HVAC servicing,1629,3-210 - Cast-In-Place Concrete
1032,1049,10/3/2024,Flooring repair,2382,11-130 - Audio-Visual Equipment
1033,1191,1/11/2024,Painting,778,17-040 - Profit
1034,1078,8/1/2024,Roofing replacement,8493,4-700 - Simulated Masonry
1035,1143,4/30/2024,Plumbing repair,2277,16-700 - Communications
1036,1070,4/23/2024,Window replacement,6459,15-600 - Refrigeration Equipment
1037,1066,11/19/2024,Roofing replacement,8578,11-050 - Library Equipment
1038,1114,5/18/2024,,906,2-316 - Backfilling
1039,1186,7/26/2024,Painting,5851,10-500 - Lockers
1040,1139,6/12/2024,Painting,1746,13-150 - Swimming Pools
1041,1200,1/24/2024,Window replacement,5826,2-317 - Select Borrow
1042,1050,5/1/2024,Window replacement,1736,9-700 - Wall Finishes
1043,1017,11/13/2024,Window replacement,4538,1-530 - Temporary Construction
1044,1104,3/26/2024,Painting,9818,13-700 - Security Access and Surveillance
1045,1031,5/29/2024,HVAC servicing,58,1-580 - Project Identification
1046,1063,4/16/2024,Flooring repair,507,7-400 - Roofing and Siding Panels
1047,1025,3/22/2024,HVAC servicing,4894,2-220 - Site Demolition
1048,1199,2/4/2024,Roofing replacement,7809,11-200 - Water Supply and Treatment Equipment
1049,1181,12/13/2024,HVAC servicing,6949,9-400 - Terrazzo
1050,1067,2/20/2024,HVAC servicing,7088,4-400 - Stone
1051,1084,10/20/2024,Roofing replacement,75,11-160 - Loading Dock Equipment
1052,1062,9/2/2024,Painting,8611,10-600 - Partitions
1053,1167,1/15/2024,Electrical maintenance,6386,11-460 - Unit Kitchens
1054,1195,9/5/2024,Flooring repair,5353,"1-514 - Temporary Heating, Cooling and Ventilation"
1055,1076,11/7/2024,HVAC servicing,4010,1-523 - Sanitary Facilities
1056,1080,1/8/2024,Roofing replacement,1754,3-310 - Expansion Joints
1057,1041,6/11/2024,Roofing replacement,1825,11-110 - Commercial Laundry and Dry Cleaning Equipment
1058,1106,11/10/2024,HVAC servicing,8391,7 - Thermal and Moisture Protection
1059,1137,11/7/2024,Window replacement,7580,"11-480 - Athletic, Recreational, and Therapeutic Equipment"
1060,1012,7/27/2024,Electrical maintenance,9100,13-600 - Solar and Wind Energy Equipment
1061,1172,6/26/2024,Flooring repair,8034,13-020 - Building Modules
1062,1007,4/8/2024,Plumbing repair,8382,10-450 - Pedestrian Control Devices
1063,1113,6/25/2024,Flooring repair,9792,11-060 - Theater and Stage Equipment
1064,1116,9/25/2024,,7457,1-011 - Project Engineer
1065,1102,9/28/2024,Window replacement,8131,15-400 - Plumbing Fixtures and Equipment
1066,1163,1/31/2024,Flooring repair,3532,13-600 - Solar and Wind Energy Equipment
1067,1111,4/17/2024,Roofing replacement,8378,11-070 - Instrumental Equipment
1068,1108,10/8/2024,Window replacement,4909,7-800 - Fire and Smoke Protection
1069,1055,1/20/2024,Plumbing repair,9988,2-311 - Final Grading
1070,1147,8/5/2024,Flooring repair,224,3-230 - Anchor Bolts
1071,1134,7/30/2024,Electrical maintenance,2126,12-050 - Fabrics
1072,1180,1/14/2024,Painting,5823,9-300 - Tile
1073,1013,4/13/2024,Roofing replacement,5530,5-700 - Ornamental Metal
1074,1034,10/27/2024,,8011,2-260 - Excavation Support and Protection
1075,1118,4/16/2024,Painting,8502,2-815 - Fountains
1076,1088,1/29/2024,Flooring repair,965,10-820 - Bathroom Accessories
1077,1085,2/14/2024,HVAC servicing,68,13-260 - Sludge Conditioning Systems
1078,1018,2/28/2024,Electrical maintenance,8506,6-500 - Structural Plastics
1079,1140,9/5/2024,Roofing replacement,1015,11-010 - Maintenance Equipment
1080,1107,8/17/2024,Electrical maintenance,2368,8-600 - Skylights
1081,1064,11/7/2024,Electrical maintenance,8771,16-800 - Sound and Video
1082,1015,7/23/2024,Roofing replacement,7460,3-330 - Poured Concrete Basement Walls
1083,1094,12/9/2024,Plumbing repair,614,1-542 - Construction Scaffolding and Platforms
1084,1043,5/25/2024,Painting,9067,3-400 - Precast Concrete
1085,1079,9/7/2024,,360,16-300 - Transmission and Distribution
1086,1068,9/4/2024,Electrical maintenance,9115,2-315 - Excavation
1087,1160,12/18/2024,Roofing replacement,2308,11-030 - Teller and Service Equipment
1088,1153,11/25/2024,Roofing replacement,7631,10-670 - Storage Shelving
1089,1006,2/4/2024,Flooring repair,6332,13-010 - Air-Supported Structures
1090,1109,3/8/2024,,80,14-700 - Turntables
1091,1053,11/20/2024,Electrical maintenance,4093,13-185 - Kennels and Animal Shelters
1092,1039,2/27/2024,,4390,14-100 - Dumbwaiters
1093,1009,4/20/2024,Painting,2945,4-500 - Refractories
1094,1058,10/13/2024,Painting,2086,1-712 - Local Conditions
1095,1110,3/25/2024,,4553,4-050 - Basic Masonry Materials and Methods
1096,1170,4/14/2024,Window replacement,6788,2 - Site Construction
1097,1119,12/21/2024,Painting,7138,11-450 - Residential Equipment
1098,1193,1/29/2024,Roofing replacement,1842,10-700 - Exterior Protection
1099,1077,6/25/2024,Electrical maintenance,8701,3-300 - Footings
1100,1150,12/20/2024,Painting,4517,3-320 - Slab Foundations
1101,1142,8/5/2024,Plumbing repair,5319,2-784 - Stone Unit Pavers
1102,1021,12/18/2024,Roofing replacement,3198,17 - Markup and Contingency
1103,1098,7/13/2024,Plumbing repair,8616,8-700 - Hardware
1104,1054,11/23/2024,Window replacement,2087,11-060 - Theater and Stage Equipment
1105,1146,9/5/2024,Electrical maintenance,9008,9-800 - Acoustical Treatment
1106,1060,5/28/2024,Plumbing repair,5887,2-240 - Dewatering
1107,1073,4/27/2024,HVAC servicing,7628,4-200 - Masonry Units
1108,1048,1/9/2024,Electrical maintenance,6865,13-220 - Filter Underdrains and Media
1109,1112,3/10/2024,Plumbing repair,9347,14-600 - Hoists and Cables
1110,1196,5/21/2024,Plumbing repair,3812,5 - Metals
1111,1130,6/8/2024,Window replacement,405,2-300 - Earthwork
1112,1092,11/16/2024,Plumbing repair,4380,9-680 - Carpet
1113,1197,5/1/2024,Electrical maintenance,115,11-130 - Audio-Visual Equipment
1114,1171,4/7/2024,Plumbing repair,1497,1-011 - Project Engineer
1115,1056,11/2/2024,Roofing replacement,3005,14-100 - Dumbwaiters
1116,1086,9/17/2024,,1125,11-070 - Instrumental Equipment
1117,1089,12/21/2024,Roofing replacement,9693,2-260 - Excavation Support and Protection
1118,1028,3/18/2024,,1328,8-500 - Windows
1119,1158,7/6/2024,,7064,12 - Furnishings
1120,1179,10/16/2024,Flooring repair,1164,3-000 - General
1121,1029,8/4/2024,Painting,9406,16-100 - Electrical
1122,1169,7/2/2024,Flooring repair,4410,2-924 - Sodding
1123,1185,9/22/2024,Window replacement,6925,2-923 - Seeding and Soil Supplements
1124,1083,12/10/2024,Roofing replacement,669,13-240 - Oxygenation Systems
1125,1126,8/31/2024,HVAC servicing,631,2-250 - Shoring and Underpinning
1126,1151,9/29/2024,Painting,3381,10-400 - Identification Devices
1127,1138,9/18/2024,Electrical maintenance,4650,"10-800 - Toilet, Bath, and Laundry Specialties"
1128,1117,1/31/2024,HVAC servicing,1887,2-815 - Fountains
1129,1120,9/25/2024,,4709,2-260 - Excavation Support and Protection
1130,1051,8/27/2024,Window replacement,541,3 - Concrete
1131,1027,8/1/2024,HVAC servicing,7188,11-500 - Industrial and Process Equipment
1132,1159,6/4/2024,Flooring repair,3993,1-540 - Construction Aids
1133,1023,3/12/2024,Flooring repair,6675,11-140 - Vehicle Service Equipment
1134,1188,12/23/2024,Plumbing repair,2349,1-011 - Project Engineer
1135,1042,3/22/2024,Electrical maintenance,5122,2 - Site Construction
1136,1165,12/3/2024,HVAC servicing,5155,9-050 - Basic Finish Materials and Methods
1137,1030,2/8/2024,Plumbing repair,6387,14-400 - Lifts
1138,1184,6/23/2024,Window replacement,4639,2-932 - PLants and Bulbs
1139,1173,1/14/2024,Painting,1814,9-900 - Paints and Coatings
1140,1100,8/5/2024,Painting,8002,10-240 - Grilles and Screens
1141,1154,6/18/2024,Painting,5657,14-400 - Lifts
1142,1192,6/27/2024,Electrical maintenance,6328,13-090 - Radiation Protection
1143,1024,12/6/2024,Painting,2151,11-020 - Security and Vault Equipment
1144,1035,9/9/2024,Roofing replacement,5240,5-800 - Expansion Control
1145,1026,1/29/2024,Window replacement,683,15-400 - Plumbing Fixtures and Equipment
1146,1045,10/7/2024,Flooring repair,6515,10-550 - Postal Specialties
1147,1001,5/5/2024,Window replacement,3469,2-621 - Foundatation Drainage Piping
1148,1133,11/1/2024,Painting,6979,12-800 - Interior Plants and Planters
1149,1161,3/29/2024,Painting,6075,1-520 - Construction Facilities
1150,1148,2/4/2024,Painting,4070,2-823 - PVC Fences and Gates
1151,1069,1/19/2024,Flooring repair,6713,15-600 - Refrigeration Equipment
1152,1099,12/27/2024,,7540,10-150 - Compartments and Cubicles
1153,1190,1/20/2024,Window replacement,4741,14-200 - Elevators
1154,1033,8/15/2024,Flooring repair,5021,15 - Mechanical
1155,1011,1/11/2024,Window replacement,9913,9-100 - Metal Support Assemblies
1156,1046,11/25/2024,Flooring repair,2587,1-013 - Project Coordinator
1157,1057,2/27/2024,Plumbing repair,5968,12-300 - Manufactured Casework
1158,1189,8/30/2024,Electrical maintenance,6757,11-030 - Teller and Service Equipment
1159,1071,10/30/2024,Roofing replacement,5526,12-600 - Multiple Seating
1160,1105,5/16/2024,,4047,1-510 - Temporary Utilities
1161,1044,1/9/2024,Window replacement,7676,7-600 - Flashing and Sheet Metal
1162,1123,6/6/2024,Plumbing repair,7653,4-700 - Simulated Masonry
1163,1014,7/3/2024,Roofing replacement,9079,13-160 - Aquariums
1164,1177,10/9/2024,Flooring repair,7077,7-400 - Roofing and Siding Panels
1165,1162,11/6/2024,Plumbing repair,7284,10-400 - Identification Devices
1166,1002,8/8/2024,,4908,"7-300 - Shingles, Roof Tiles, and Roof Coverings"
1167,1065,8/27/2024,Electrical maintenance,1096,13 - Special Construction
1168,1132,9/28/2024,Electrical maintenance,7756,11-110 - Commercial Laundry and Dry Cleaning Equipment
1169,1149,4/26/2024,Plumbing repair,5921,1-542 - Construction Scaffolding and Platforms
1170,1128,10/4/2024,Flooring repair,910,2-932 - PLants and Bulbs
1171,1156,10/9/2024,Roofing replacement,3795,13-110 - Cathodic Protection
1172,1101,2/11/2024,Plumbing repair,8904,2-317 - Select Borrow
1173,1047,6/29/2024,HVAC servicing,574,11-850 - Navigation Equipment
1174,1124,9/14/2024,Window replacement,8460,11-400 - Food Service Equipment
1175,1036,6/29/2024,Roofing replacement,4776,10-250 - Service Walls
1176,1081,4/7/2024,,2109,10-500 - Lockers
1177,1194,4/9/2024,Roofing replacement,4068,1-012 - Superintendent
1178,1097,10/17/2024,,2359,8-800 - Glazing
1179,1122,8/27/2024,Painting,516,13 - Special Construction
1180,1127,7/21/2024,Window replacement,303,2-621 - Foundatation Drainage Piping
1181,1082,7/13/2024,,2440,2-370 - Erosion and Sedimentation Control
1182,1008,9/21/2024,Window replacement,3391,6-200 - Finish Carpentry
1183,1141,5/3/2024,Window replacement,1659,15-800 - Air Distribution
1184,1115,3/28/2024,Flooring repair,2233,2-220 - Site Demolition
1185,1132,12/20/2024,Plumbing repair,7851,11-900 - Exhibit Equipment
